# 0.14781, 0.208815, 0.138414, 0.116682, 0.00859169, 0.0201362, 0.0131357, 0.0082044, 0.148035, 0.581715, 0.654809, 0.755719, 0.760408, 0.673002, 0.686443, 0.771653, 0.76967, 0.871237, 0.59797, 0.82654, 0.706981, 0.631304, 0.765392, 0.774074, 0.755419, 0.741119, 0.688975, 1.01461, 0.932365, 0.552249, 0.616307, 0.999688, 0.712139, 0.694708, 0.955588, 0.721579, 0.6567, 0.901315, 0.811819, 0.911471, 0.588717, 0.700373, 0.026364, 0.0249034, 0.263345, 0.292448, 0.190674, 0.263424, 0.211701, 0.202023, 0.290692, 0.207357, 0.301709, 0.208656, 0.211224, 0.235407, 0.209642, 0.239808, 0.21481, 0.239748, 0.253388, 0.199646, 0.203422, 0.269214, 0.244112, 0.217243, 0.209296, 0.225958, 0.232675, 0.263777, 0.469792, 0.250063, 0.254981, 0.198778, 0.279516, 0.288172
101.935,0.988085,0.0689462,6,63,0,-67.5806,-0.0402581,0.00786476,-0.239279,-0.834473,-0.261836,0.033551,0.021992,0.066851,0.313369,0.362053,-0.250255,-0.971433,-0.905568,0.423415,0.265987,-1.24271,1.29268,-0.394271,1.19692,-0.962405,-1.12458,0.605029,-0.226419,-0.045935,-0.681953,-0.29964,-1.8194,-0.56855,1.84402,-1.03155,-0.435082,-0.0366765,-0.689818,0.551213,0.083454,-0.0289176,0.0957621,0.609454,0.680575,-0.712821,0.593501,0.163576,1.74545,1.19511,0.0256504,0.24482,-0.900878,-0.22564,0.0977217,-2.04473,0.37161,0.106025,1.75136,-1.37269,0.0641386,-0.102886,-0.473987,0.397316,-0.0353267,0.114869,0.75333,-0.64812,-0.479166,0.585174,0.748096,-0.811177,-0.812,0.0164736,-1.19098,0.0530342,1.37944,-1.93064,0.81388,-0.553972,0.267766,0.663359,0.222764,-0.0383412,-0.0144948,0.466668,0.409671,-0.136557,0.781387,0.170622,0.746719,-0.0350728,-0.0937904,0.532422,0.231393,0.296738,0.0664657,0.204884,-0.345351,0.107524,0.981004,-0.0601078,0.155846,0.30009,0.0636185,0.512938,0.343584,0.3029,0.34804,0.534024,0.559774,0.0552902,0.528248,0.372592,5.90682,7.67554,1.95191,4.37449,6.43815,0.497472,8.93134,6.50235,46.4561,1.11065,6.18487,5.0657,3.25108,9.20998,5.49168,6.57144,14.0942,2.64027,3.23103,11.5282,14.0063,2.17279,2.17065,5.8424,1.38004,6.10333,29.7859,0.570148,15.1519,2.9547,7.88894,12.6573,0.523662,0.120306,0.164474,0.68628,0.761373,0.194823,1.19405,0.72554,0.946009,0.347112,0.176626,1.15846,0.105151,-0.0327192,-0.284984,-0.20753,-0.44111,-0.257427,0.682029,-0.18802,-0.0533525,-0.174959,-0.915235,-0.393179,-0.493019,-0.659907,-0.829755,-0.53039,-0.912683,-0.435847,-0.404076,-0.32176,0.371996,0.46996,0.458974,0.334861,0.318348,0.451448,0.232535,0.326174,0.279688,0.414083,0.455958,0.238946,0.473736,0.508179,0.570768,0.551697,0.608524,0.564004,0.335809,0.546867,0.513335,0.543628,0.71407,0.597048,0.620817,0.65924,0.696303,0.629574,0.713549,0.607269,0.599667,0.579753
103.46,0.725421,0.0689462,6,63,0,-63.9891,-0.186881,0.378911,0.050059,-0.227524,-0.00323177,0.228173,0.201484,0.22669,-0.591824,0.400785,-0.0252627,-0.693173,-0.327537,0.864332,0.938414,-1.86613,1.78593,-0.191022,0.70942,-0.59524,-0.474327,1.82964,1.28261,0.678541,-0.206666,0.0550102,-0.146429,0.219116,1.86103,0.706767,0.288229,1.03549,-1.57114,-0.0284028,0.947942,-0.68283,-0.335912,-0.545324,-0.0787634,0.613828,-0.20899,0.855128,1.4879,0.956258,0.16574,0.472856,0.0123405,0.0364421,0.281469,-2.10251,0.464844,0.187084,1.35991,-1.44354,0.21576,-0.111689,0.103621,0.772124,0.377835,0.375055,0.738992,-0.419443,-0.803157,1.0482,0.424453,-0.317036,-0.602881,0.95402,-1.12394,0.312148,1.89559,-2.17384,0.851959,-0.616879,0.649378,1.03323,-0.601949,-0.869637,-0.723096,-0.245413,-0.215722,-1.33974,0.123949,-0.668383,-0.307499,-0.830387,-0.781927,0.141468,-0.0777741,-0.319875,-0.674653,-0.569777,-0.650511,-0.504006,0.154046,-0.308563,-0.476306,-0.176816,-1.22151,-0.603208,-0.211903,-0.865492,-0.726452,-0.810382,-0.623391,-0.345811,-0.675584,-0.249102,5.1882,6.95923,4.48033,4.58479,5.79533,0.592949,6.90611,5.29518,16.2538,1.11349,5.44239,3.97925,4.88898,9.26502,6.35476,6.33788,8.97607,2.96477,2.05417,12.0643,6.64446,3.2698,2.48777,11.0252,1.51152,5.96787,27.128,0.553853,10,2.45469,8.23891,11.8928,0.505229,0.235785,0.382577,0.860761,0.892083,-0.232185,1.23251,0.44193,0.798424,0.277794,0.324874,1.25266,0.390933,0.146324,-0.409937,-0.305814,-0.181427,-0.641882,0.620622,-0.0410884,-0.209835,-0.114839,-1.18547,-0.11454,-0.174108,-0.603389,-0.918733,-0.549533,-0.819308,-0.303752,-0.413105,-0.20955,0.376313,0.441325,0.405505,0.29718,0.29068,0.557787,0.225743,0.391281,0.310363,0.430995,0.419488,0.22224,0.403493,0.463484,0.601073,0.575863,0.545233,0.655179,0.34964,0.510271,0.552267,0.528678,0.76593,0.528604,0.543417,0.646431,0.714784,0.634027,0.69409,0.575359,0.601832,0.552197
94.4265,0.877722,0.0689462,6,63,0,-63.2774,-0.30675,0.35076,-0.179453,-0.180276,-0.0358057,0.208327,0.22761,0.231095,-0.420453,0.334522,0.166604,-0.0511982,-0.846685,1.05298,1.10086,-1.99172,1.77006,-0.618092,-0.0785586,-0.888279,-0.13518,1.60618,1.21322,0.420278,0.518081,0.0262664,-0.18898,0.0207862,2.27312,0.775172,0.0507123,1.40495,-1.35586,0.235453,0.558444,-1.04824,-0.150284,-0.0887965,-0.62687,0.78195,-0.151689,1.07703,1.41344,1.01258,0.231947,0.434607,0.109651,0.178474,0.0815399,-2.14476,0.638099,0.102977,1.37942,-1.11685,0.359053,0.111572,-0.177764,0.610808,0.316347,0.520795,0.662484,-0.610351,-0.774281,0.790298,0.118783,-0.567224,-0.431673,1.2277,-1.12386,0.240123,2.51459,-2.15066,1.14393,-0.501179,0.594752,0.756204,-0.36472,-0.43758,-0.703687,-0.0682065,-0.0521899,-1.08673,0.17167,-0.627218,-0.446732,-0.717601,-0.465673,0.116848,-0.0146059,-0.279861,-0.247143,-0.411666,-0.48367,-0.413499,0.339956,-0.161141,-0.403488,0.0495336,-0.874016,-0.341689,-0.233641,-0.771113,-0.470726,-0.450157,-0.630154,-0.158873,-0.471196,-0.060164,5.19816,6.3822,4.59271,4.92418,4.46382,0.468461,7.84257,4.56177,16.6135,1.32649,5.91214,4.60164,3.43301,7.62881,5.66194,6.96422,8.03862,2.21534,1.87651,9.14932,4.63537,2.31423,2.65471,14.2476,1.31711,5.24137,52.4398,0.46567,13.0889,2.47429,7.50578,8.83885,0.539821,0.447509,0.184181,0.825219,0.859299,-0.178018,1.0915,0.31206,0.443914,0.198056,0.4347,1.06585,0.193963,-0.099081,-0.293974,-0.466834,-0.270933,-0.911382,0.524904,-0.177403,-0.430866,-0.238802,-0.931374,0.0548055,-0.271547,-0.604324,-0.777242,-0.297263,-0.976965,-0.149537,-0.300239,-0.0786172,0.368229,0.389953,0.454085,0.304657,0.297486,0.544387,0.251337,0.422612,0.390809,0.450647,0.393005,0.256193,0.451661,0.52475,0.572969,0.614634,0.567322,0.713283,0.371706,0.544235,0.606081,0.559418,0.717354,0.486302,0.567473,0.646645,0.685085,0.573773,0.726506,0.537315,0.574501,0.519644
82.5591,0.88668,0.0689462,6,63,0,-55.7285,0.0598978,-0.0808957,-0.232533,-0.581372,-0.250928,0.0652409,0.018673,0.122365,0.0226689,0.151546,0.0183249,-0.173631,1.95302,-1.25916,0.447815,2.42727,1.43649,-0.0674163,2.64147,-1.54727,0.399319,-0.960068,-1.04393,1.0746,-1.00425,0.1927,-0.94306,0.8525,-0.658084,-0.549913,0.338806,1.81247,0.619236,0.898583,-0.668396,0.171617,-0.370342,-0.244572,0.965369,-0.0316812,0.330049,0.114634,1.35976,0.840344,-0.0682792,1.2549,-0.281625,0.173207,-0.329297,-1.49383,1.14618,-0.44485,1.54554,-1.90445,-0.526857,0.20495,-0.45009,0.895108,-0.53591,1.48936,-0.140816,-0.28844,-0.231255,1.36952,0.751439,-0.287777,-1.38785,0.465964,-0.0615021,0.798153,2.56109,-2.54406,0.705,-0.812727,0.773754,0.66439,0.025446,-0.00364422,0.318642,-0.168152,0.0905336,0.390512,0.240363,0.0124523,0.422975,-0.211814,0.0831843,-0.122826,-0.135535,0.185521,-0.129522,0.051872,-0.120248,0.151862,-0.0770613,-0.0606684,0.0740138,0.297342,0.116512,0.158846,-0.078624,0.0486769,-0.033455,-0.014395,0.168967,0.0178678,0.0726867,0.0400413,3.67806,11.1821,3.07438,4.50559,2.95365,1.11008,10.2058,2.68032,14.2755,0.786132,2.50183,4.62739,2.66855,8.26445,2.48287,13.6173,3.46056,3.05682,3.2073,12.3127,7.32455,3.05853,1.21349,5.76229,3.69907,7.6178,33.5139,0.459269,7.04422,1.96756,7.4632,6.80788,0.456205,0.29079,0.632551,0.184707,0.56998,0.850484,0.778234,0.686648,0.756359,0.296845,0.484731,0.619532,-0.16847,-0.0421631,-0.375879,-0.25291,-0.123971,-0.102629,-0.275533,-0.0928013,-0.0360189,-0.0650631,-0.388151,-0.159512,-0.446962,-0.382308,-0.787069,-0.542755,-0.867034,-0.0193963,-0.329086,-0.191972,0.387886,0.42781,0.346932,0.453954,0.361241,0.299331,0.314701,0.334779,0.319437,0.426329,0.381136,0.349888,0.542018,0.510539,0.592879,0.562893,0.530953,0.525635,0.568451,0.523184,0.509004,0.51626,0.595837,0.539794,0.609917,0.59443,0.687202,0.632453,0.704128,0.504849,0.581537,0.547846
76.8201,0.907801,0.0689462,6,63,0,-42.0274,-0.307744,0.300616,0.283271,-0.330394,0.0272995,0.2054,0.0395373,0.146952,-0.147863,0.184671,0.374958,-0.379518,-2.36965,1.22592,-0.269988,-3.21843,0.143937,1.19666,-1.2855,0.0503586,-1.39108,2.37982,0.842432,-1.44219,-1.01484,-1.15024,-0.689488,0.271056,1.21658,0.830635,0.289443,-0.396069,-1.49048,-0.687576,-0.491692,-0.437598,0.312089,-0.524273,-0.503141,-0.208799,-0.16981,0.888052,1.67266,0.895676,1.08059,0.294137,-0.314007,0.388962,0.146981,-2.46529,0.0256145,-0.0985102,1.06872,-0.948735,0.445104,0.425198,0.551614,0.231851,0.0493156,-0.128833,0.701069,-1.01249,-1.04703,0.815616,0.30676,-0.655014,-0.664646,0.702247,-0.794023,-0.36722,1.53228,-2.32432,1.0729,-0.919854,0.186553,0.842889,-0.0786196,-0.217949,-0.585468,0.0785277,-0.197722,-0.742214,-0.121282,0.0731253,-0.385257,-0.138564,-0.404756,0.29162,0.00770917,-0.414194,-0.335275,-0.360279,-0.275192,-0.0978072,0.0768039,0.00553066,-0.0944117,-0.221006,-0.423112,-0.274839,-0.238664,-0.228675,-0.0902297,-0.244681,-0.240779,-0.186422,-0.179222,0.0161338,14.0205,6.93173,4.02051,7.54618,6.07575,0.585411,5.44992,4.87648,13.8722,2.27709,7.93535,7.79512,8.72965,6.55561,5.56685,4.74582,9.98006,2.15071,2.08519,11.0584,7.01055,2.96233,2.93689,9.9906,2.61554,3.83338,21.0119,0.664195,13.9242,2.33676,6.29496,11.3318,0.715096,0.590597,0.22096,0.880718,0.590696,0.0483234,0.660779,0.840356,0.419052,0.646676,0.392137,1.05144,0.0927436,-0.307972,-0.26859,-0.287238,-0.193335,-0.113375,0.179848,0.048909,-0.0425583,-0.183264,-0.742549,-0.294016,-0.572934,-0.395864,-0.542848,-0.401276,-0.662675,-0.556711,-0.349589,-0.332967,0.328474,0.356498,0.444984,0.293029,0.356475,0.487922,0.340565,0.30146,0.396744,0.343739,0.403203,0.25895,0.476831,0.57639,0.566747,0.57132,0.548184,0.528313,0.455159,0.487775,0.510638,0.545688,0.677553,0.572979,0.63944,0.597693,0.632475,0.598994,0.659861,0.635691,0.586518,0.582481
73.8487,0.749713,0.0689462,6,63,0,-31.5967,0.160172,0.60262,0.445093,-0.500085,0.0977269,0.214469,0.104797,0.301054,-0.916025,0.15914,1.25723,-0.143395,-0.366244,-0.633176,0.305137,-1.76704,3.92055,-1.85715,-0.540961,-1.56083,-1.00033,0.883532,0.31178,-0.0876954,0.209208,0.214028,0.619155,0.182595,0.978218,2.106,0.139966,1.00241,-0.194391,0.176713,-1.10091,-1.01518,-2.2696,0.00220546,-0.255298,1.5421,0.547444,1.45055,1.58092,0.979187,-0.213827,0.144956,-0.297949,0.302523,-0.0868043,-1.47721,1.39062,-0.115063,0.945672,-1.29198,-1.28026,0.376977,-0.263332,-0.450356,-0.742664,0.460325,-0.199348,-0.693511,-0.729151,0.484946,1.25587,-0.429813,-0.604353,0.54131,-0.0465978,0.507417,1.59579,-2.2099,0.583677,-0.672385,1.00572,0.242342,-0.715949,-0.938845,-0.974309,-1.01679,-0.867466,-1.19723,-0.292109,-1.21157,-1.00211,-1.16442,-1.07522,-0.77542,-0.866409,-0.929981,-0.882732,-0.881965,-0.817493,-0.886967,-0.760352,-0.580876,-0.893751,-0.756502,-0.946961,-0.887903,-1.09122,-1.07758,-1.27721,-0.915674,-0.956654,-0.670615,-0.828905,-0.685185,3.94144,5.60052,3.62979,6.53484,4.46346,1.14391,18.9651,4.34164,12.267,1.3714,1.38723,7.02906,3.75493,3.12658,2.34835,7.62678,3.99771,2.46414,2.37963,7.81288,16.6207,3.19011,2.68894,8.25621,4.64269,7.9867,23.1847,0.558228,8.60592,2.51565,13.0099,6.16088,0.830413,0.660611,0.617562,0.559913,0.659935,0.337754,1.21254,0.239981,0.582173,0.351608,0.482522,0.649586,0.0206557,0.0329308,-0.0246167,-0.00109531,0.0581941,-0.249822,0.191183,0.193807,-0.0887291,0.0347403,-0.596,0.0879202,-0.793356,-0.406603,-1.178,-0.206774,-0.747467,-0.501689,-0.169305,-0.440411,0.303558,0.340602,0.350336,0.363568,0.340754,0.416355,0.229252,0.440291,0.358433,0.412992,0.381657,0.343083,0.494836,0.491768,0.506154,0.500274,0.485456,0.562133,0.452349,0.451699,0.522168,0.491316,0.644741,0.478034,0.688551,0.600273,0.764588,0.55151,0.678626,0.622856,0.542226,0.608357
85.4934,0.768514,0.0689462,6,63,0,-44.3733,-0.279054,-0.046949,0.298138,0.21794,-0.291447,0.210628,0.140847,-0.037616,-0.167268,0.158301,0.431836,-0.425801,0.731422,1.10071,1.09296,1.20919,-0.193197,1.24924,1.9643,-0.917668,-0.250705,0.772008,-0.868511,-0.273339,-1.93566,-0.874692,-1.0325,-0.276572,-0.0171037,-1.78356,-0.301312,0.71157,-0.291571,1.14392,-0.880601,0.408122,0.537943,-0.868835,0.317936,-1.00696,-0.518069,0.0775279,1.48338,0.957031,0.776093,1.14658,-0.377117,-0.0293076,-0.0389035,-1.91863,0.157165,-0.0146524,1.83624,-1.10738,0.951849,0.194894,0.445628,1.04893,0.0508021,1.06861,0.0187103,-0.484943,-0.444719,1.52572,-0.300107,-0.303464,-1.302,0.162225,-0.131986,-0.0136967,2.02307,-1.71583,0.650643,-0.614655,-0.355717,0.701618,-0.0989078,-0.234673,-0.0514829,0.0069762,0.00574923,0.0241485,-0.197851,0.0304888,0.143683,-0.312536,-0.206955,-0.0450581,-0.304754,-0.210538,-0.473686,-0.305733,-0.330715,-0.21105,-0.169975,-0.449607,-0.214966,-0.0546255,-0.213424,0.0138162,-0.306668,-0.102662,-0.0821108,-0.304806,-0.116938,-0.326671,-0.249279,-0.154995,9.26387,13.2063,3.07242,4.28589,4.24671,0.702708,5.12325,4.34643,25.552,1.52742,10.9608,5.31162,6.75212,12.0279,4.62741,12.2566,4.48745,2.77117,2.87993,18.9828,3.30741,3.2968,1.26785,5.14812,3.88476,4.35041,30.5548,0.85323,8.21583,2.44766,3.13599,8.62658,0.639202,0.345099,0.550908,0.654607,0.800409,0.796188,0.664667,1.05135,0.768694,0.516053,0.497225,1.05497,0.234064,0.102083,-0.301912,-0.201818,0.242033,-0.287039,0.176575,-0.0290156,0.115146,-0.136797,-0.614493,-0.530344,-0.549398,-0.597896,-0.592592,-0.913138,-0.955406,-0.184866,-0.710583,-0.239387,0.345427,0.414571,0.365654,0.341952,0.309938,0.310842,0.339692,0.258967,0.316762,0.373776,0.378193,0.258272,0.44175,0.474501,0.57491,0.550284,0.439785,0.571271,0.455971,0.507253,0.471245,0.534146,0.648965,0.629563,0.633996,0.645175,0.64396,0.713642,0.722201,0.546085,0.67053,0.559563
83.6857,0.926203,0.0689462,6,63,0,-50.7278,-0.103787,0.645379,-0.0682996,-0.40596,-0.0513675,0.0189419,-0.0538815,-0.0244707,0.0191029,0.191334,1.0257,-1.47872,-0.738682,0.141037,-0.236776,-2.05914,1.97868,-2.37971,-1.00007,-0.169292,-0.690039,0.386142,0.419236,0.824443,0.667049,0.489323,-0.23596,-0.453495,2.58273,2.09669,0.754916,0.529823,-1.90675,1.36515,-1.742,-1.07036,-1.37044,0.198953,-0.786548,0.604122,0.924836,0.461616,1.6164,0.935055,0.0428261,0.115131,-0.0715206,0.32987,-0.446749,-1.60275,1.0874,-0.141984,0.994649,-1.17359,-1.11254,0.590244,-0.507379,0.125729,-0.016062,0.285272,0.644933,-0.659814,-1.00063,0.463927,1.26729,-0.210759,-0.596357,0.805668,-0.832426,0.694964,2.24892,-2.28973,0.895669,-0.780286,1.08303,0.625276,0.215355,-0.263827,-0.122232,0.0460881,-0.0262004,-0.37488,0.397693,-0.436218,-0.172245,-0.0132885,-0.112925,0.0929852,0.0993172,0.176847,0.146732,0.112727,-0.0260444,-0.0676663,0.513269,0.420272,0.163544,0.120476,-0.345724,0.280303,-0.314202,-0.185694,-0.24311,0.0571694,-0.131391,0.134692,0.196056,0.107426,5.24063,5.6072,4.70922,6.85408,3.31568,1.12495,13.9179,4.40894,12.7617,1.68038,1.77911,8.74348,3.13293,5.66304,4.95987,6.57413,9.20223,2.71675,1.97537,7.76942,16.4675,4.13433,2.88283,10.6946,2.31182,9.64295,41.234,0.591779,11.6336,2.42732,13.8612,9.03463,0.871771,0.364683,0.510264,0.686558,0.640183,0.287517,1.07604,0.270033,0.464238,0.659075,0.537512,0.81319,-0.217284,-0.179621,-0.155855,-0.20182,-0.336665,-0.25651,0.16278,0.161539,-0.111135,-0.148163,-0.95107,-0.385944,-0.891641,-0.825477,-0.849899,-0.602548,-0.795987,-0.374972,-0.437748,-0.442106,0.294886,0.409826,0.375132,0.334799,0.345205,0.428612,0.254257,0.432899,0.385981,0.340947,0.368767,0.307211,0.554108,0.544785,0.538885,0.550284,0.58338,0.563778,0.459395,0.459703,0.527755,0.536973,0.72133,0.595306,0.709229,0.695398,0.700546,0.646239,0.689115,0.59266,0.607722,0.608761
84.3568,0.716926,0.0689462,6,63,0,-35.1657,-0.236636,0.334481,-0.0829217,-0.424368,0.0214955,0.0913513,-0.0338887,0.011968,0.219288,0.275697,0.958281,-0.809454,-0.60117,0.277599,0.72542,-1.52515,1.97929,-1.80755,-1.23334,-0.263696,-0.548973,0.86887,0.695344,0.784887,0.781775,0.127278,-0.153368,-0.545645,1.62647,1.56506,0.762829,-0.0121925,-1.21481,1.77707,-1.95299,-1.0104,-1.54941,0.565593,-0.620459,-0.170372,0.540529,0.685668,1.65531,0.882957,0.0938064,0.749684,0.00209564,-0.375797,0.0567849,-1.62753,0.838872,-0.153572,1.11313,-1.47539,-1.00889,0.889704,-0.756892,0.416282,-0.0893643,0.767219,0.772165,-0.612942,-0.495243,0.582389,1.03113,-0.519065,-0.663464,0.369833,-0.955878,0.0365268,1.42929,-2.20728,0.942511,-0.562454,0.489499,-0.339837,0.483484,-0.00387612,0.0535472,0.295822,0.419285,-0.201192,0.764972,-0.279048,-0.12074,0.146588,0.0679377,0.458834,0.410993,0.435679,0.434821,0.254378,0.177005,0.0688553,0.6677,0.650771,0.429598,0.215927,-0.115631,0.709222,-0.319145,-0.0592755,-0.20788,0.375221,0.0482291,0.172317,0.368311,0.408325,5.68673,10.1477,5.24439,3.75653,5.50384,1.24392,10.9791,4.5709,13.9874,1.42277,2.14792,11.4831,2.68319,7.55997,4.83752,10.306,10.3511,3.04684,3.38052,8.75419,13.0104,3.31016,2.91392,7.25619,2.25085,5.40627,18.4915,0.745559,12.0312,3.18574,8.06484,3.87772,0.930389,0.454707,0.510462,0.7494,0.862019,0.243211,1.2027,0.147003,0.334507,0.58682,0.517346,0.879046,-0.0173996,0.0239703,0.0570009,-0.118437,-0.25389,-0.24369,0.253489,0.254599,0.0400994,-0.119664,-0.733174,0.12062,-0.948366,-0.66068,-0.826547,-0.217842,-0.546248,-0.485266,-0.235596,-0.232575,0.282846,0.388242,0.375085,0.320952,0.296918,0.439495,0.230995,0.463315,0.417144,0.357365,0.373473,0.293375,0.50435,0.494008,0.485754,0.529575,0.563134,0.560623,0.436965,0.436692,0.489977,0.52988,0.675501,0.469882,0.720787,0.659413,0.695624,0.554246,0.633265,0.618991,0.558628,0.557883
82.8038,0.994298,0.0689462,6,63,0,-43.9392,-1.17771,0.562872,0.53294,0.329613,-0.190331,0.147471,0.150906,0.14521,0.335305,0.181742,0.554125,1.52212,-0.806973,-1.21733,0.586413,-0.695984,0.699825,-0.369637,1.62969,-1.42102,0.676105,1.34362,1.04629,-0.554696,-2.11935,-0.60021,0.887724,-0.483673,0.96498,0.254752,0.155906,2.48481,-1.4039,0.921368,-1.06955,-1.20461,-1.55279,0.630259,-0.226169,-1.72861,-1.23977,0.498117,1.59947,0.97916,-0.138336,0.210615,-0.475749,0.17751,-0.479483,-1.59561,0.235613,0.172322,0.610629,-1.42031,-0.0718735,0.14379,0.36771,0.853629,-0.0103908,1.21072,0.193489,-1.31856,-0.548761,0.828095,0.460421,-0.311084,-1.07173,0.934056,-0.222801,0.805251,2.3363,-2.20587,0.211396,-0.549788,0.146289,0.678317,0.436013,0.611938,0.188644,0.114065,0.441881,0.208816,0.462493,0.268127,0.631488,0.077046,0.458182,0.579498,0.52546,0.234494,-0.0498706,0.226222,0.496642,0.247402,0.510683,0.381604,0.36364,0.7869,0.0801582,0.502757,0.140923,0.116377,0.0530979,0.44985,0.294201,0.0211447,0.109986,0.425834,4.32329,6.08421,3.10693,5.89015,3.09559,1.03781,6.23497,5.8603,9.00135,1.23215,4.614,5.69885,7.0959,11.4194,4.9003,16.1991,5.98303,1.36123,2.89257,11.1374,7.77021,3.65052,1.73338,12.355,3.98013,10.891,48.7685,0.570968,6.08886,2.88967,5.71281,9.61814,0.555773,0.628295,0.219773,0.174738,0.598571,0.350734,0.663499,0.572536,0.677389,0.255894,0.555785,0.935609,0.39688,-0.041805,-0.477076,-0.245299,0.39022,-0.459458,0.256542,0.11689,0.0398382,0.134929,-0.650398,0.0183048,-0.48623,-0.505899,-0.918686,-0.246286,-0.891776,-0.354886,-0.490132,-0.097916,0.364526,0.347897,0.445277,0.456426,0.354671,0.413204,0.339954,0.360652,0.336844,0.436373,0.364523,0.281788,0.402062,0.51045,0.617057,0.561019,0.403664,0.612886,0.436214,0.470811,0.490042,0.466319,0.6571,0.495424,0.619218,0.623845,0.714774,0.561262,0.709256,0.587802,0.620137,0.524459
85.314,0.975751,0.0689462,6,63,0,-45.152,-0.00401696,-0.23091,0.1129,-0.0835914,0.00532653,0.287067,0.063141,-0.0445003,-0.415229,0.238243,1.02101,-0.731639,-0.274195,-0.0830969,0.438334,-0.309203,1.23624,-0.780304,1.00549,-0.646316,-2.31456,-0.0228823,-1.11822,1.86436,-0.996234,-2.27818,0.219105,-0.288412,-0.488218,0.549538,1.15109,-0.587338,-0.274596,1.02668,0.0456516,-0.0513815,-2.17655,-0.356965,-0.143001,0.673146,0.111567,0.141324,1.24846,1.06448,0.767477,0.940443,-0.091191,0.20044,-0.033851,-1.15224,-0.218871,0.0376158,2.4043,-1.01266,0.365396,0.315826,-0.00461659,0.594639,0.223721,0.417448,-0.0875761,0.30186,-0.323989,0.482338,0.934639,-0.368536,-0.36091,-0.00814163,-0.574532,0.214373,1.66288,-1.58487,0.602178,-0.994172,0.843499,0.706868,-0.17198,-0.589537,-0.480554,-0.435026,-0.310799,-0.488894,-0.120703,-0.601131,-0.175677,-0.569209,-0.966656,-0.42068,-0.681637,0.0289425,-0.652575,-0.957989,-0.363028,-0.483941,-0.531543,-0.284305,-0.140989,-0.555158,-0.480649,-0.170628,-0.404352,-0.42747,-0.933778,-0.500273,-0.449298,-0.254856,-0.388648,-0.381559,7.88864,9.4834,3.16259,4.31383,3.36164,1.02217,2.76068,3.62735,45.0504,1.18591,5.14187,4.87759,3.46789,6.56297,4.42207,5.43482,3.17478,4.80562,2.46843,5.82349,9.42499,2.35411,2.3733,3.45491,1.89058,4.37829,20.4618,0.644939,6.61584,1.20948,8.55357,7.39576,0.737311,0.322649,0.431219,0.47592,0.59746,0.419778,0.786315,0.302994,0.735681,0.338429,-0.0567444,0.481997,-0.385108,0.329606,-0.415052,-0.719226,-0.0671187,-0.37332,-0.2315,-0.0513297,0.0936401,-0.378709,-0.65242,-0.43016,-0.579017,-0.642708,-1.05836,-0.713444,-0.567887,-0.436549,-0.604506,-0.559118,0.323592,0.42003,0.393835,0.383216,0.354925,0.39657,0.31296,0.424826,0.323949,0.416191,0.514182,0.381781,0.595104,0.418336,0.602299,0.672437,0.516773,0.592261,0.557618,0.51283,0.476607,0.593562,0.657556,0.605912,0.640841,0.655365,0.742377,0.671162,0.638275,0.607436,0.646687,0.636248
