# 0.18785, 0.0981655, 0.0872169, 0.0934277, 0.0145608, 0.00698448, 0.183476, 0.0225353, 0.258956, 0.193301, 0.192757, 0.249309, 0.186448, 0.266252, 0.291272, 0.247749, 0.195809, 0.182695, 0.181703, 0.224791, 0.211314, 0.159837, 0.261476, 0.230703, 0.171658, 0.207893, 0.173941, 0.229319, 0.142782, 0.209673, 0.26239, 0.275103, 0.18536, 0.25586, 0.233366, 0.263691, 0.198275, 0.208762, 0.179472, 0.194528, 0.164952, 1.30386, 0.966963, 0.869605, 0.885337, 0.946839, 0.907727, 0.839872, 0.966122, 0.872162, 0.951156, 0.937014, 1.03069, 1.11182, 1.05177, 0.876183, 0.960753, 1.01274, 1.06183, 1.05665, 1.01326, 0.971755, 1.05896, 1.22316, 1.03846, 1.07877, 0.850587, 0.926085, 1.01809, 1.00962, 1.03288, 0.851261, 1.0213, 1.00731
-66.7592,0.941393,0.0272912,7,127,0,109.972,-0.361102,-0.0533382,-0.341343,-0.401471,-0.0842907,0.207187,-0.460564,0.467511,-0.59829,-1.0938,-0.0895134,0.802064,0.385988,1.26071,1.6949,0.384768,-0.00646605,0.0286627,-0.467348,-1.17502,2.81637,-0.0987126,0.211304,0.318231,0.119817,0.961489,-0.0245028,-0.761851,0.703547,-1.93606,-0.443481,-1.7282,-0.966397,0.379938,-0.717685,-0.0544256,-1.37085,1.11722,-1.53186,0.164987,-0.0105485,0.0150263,0.0961956,1.18169,-0.177659,0.135572,0.552431,0.241073,-0.924271,-0.46868,-0.66394,0.288746,0.483342,1.4233,-0.602626,-1.79371,0.0258843,0.0179634,0.737189,0.00319876,-1.06911,0.0810446,0.339024,-0.496313,-0.612265,1.26168,-0.272322,1.8684,0.749986,-0.668196,-0.262287,-0.573152,1.18445,0.628805,-0.740271,-0.971928,-0.502412,-0.0855898,-0.28011,0.128834,0.331823,-0.28068,-0.463587,-0.447163,-0.679054,-1.0099,0.856122,-0.506713,-0.361777,-0.311787,-0.404548,-0.0110566,-0.472019,-0.816738,-0.131647,-1.36569,-0.667896,-1.26852,-0.912365,-0.282938,-0.79609,-0.486008,-1.10145,0.0617488,-1.17672,-0.38343,-0.009103,0.00720792,-0.013218,-0.00851131,-0.00224746,-0.00692603,-0.0244369,-0.017591,-0.020525,-0.00620967,-0.00328561,0.0108385,-0.0196037,-0.0375013,-0.0101595,-0.0102785,0.000528766,-0.0105004,-0.0266132,-0.00933067,-0.00545418,-0.0180062,-0.0197486,0.00840991,-0.0146405,0.0175267,0.000721068,-0.020589,-0.0144897,-0.0191608,0.00724938,-0.00109984,-0.357794,-0.861887,-0.274472,-0.37962,-0.473412,0.639512,-0.0755339,-0.0950874,-0.194436,-0.167711,-0.848317,-0.812864,0.578568,-0.822043,-0.572944,-0.906421,-0.88242,-0.264571,-0.99797,-0.869934,-0.440109,-1.72567,-1.17499,-1.98509,-1.51561,-1.06934,-0.805252,-0.519209,-1.5765,-0.11339,-1.61056,-0.72798
-67.39,0.98317,0.0272912,7,127,0,105.261,-0.637597,-0.0039884,-0.216614,-0.349994,-0.0637747,0.20413,-0.475559,0.450644,-0.484455,-1.08466,0.0982682,0.782626,0.492992,1.29171,1.53569,0.259319,-0.323122,0.136327,-0.42111,-1.46266,2.72167,-0.350125,-0.087132,0.442418,0.401073,1.27374,-0.236453,-0.820189,0.529337,-2.13108,-0.145266,-1.671,-0.890518,0.636982,-0.613798,0.0471683,-1.27997,1.53816,-1.39849,0.614268,0.184302,0.0162419,0.185682,1.66496,-0.491196,-0.344815,0.11554,0.773188,-0.891294,-0.27751,-0.674887,0.455402,0.305503,1.74245,-1.06421,-1.42089,-0.166717,0.13575,1.45399,-0.465214,-0.851801,0.395217,-0.643613,-0.753693,-0.644404,0.992352,0.153122,1.7057,0.918885,-0.815527,0.0713623,-0.957869,0.966469,0.837526,-0.693877,-0.964354,-0.431275,-0.122874,-0.253395,0.106541,0.216492,-0.358699,-0.621172,-0.414124,-0.66533,-1.1347,0.750944,-0.633341,-0.514825,-0.276186,-0.294818,0.098445,-0.582116,-0.845173,-0.237017,-1.43592,-0.541023,-1.22858,-0.876866,-0.188507,-0.752164,-0.454303,-1.05237,0.217603,-1.10578,-0.198743,0.187318,0.211344,0.176324,0.178702,0.186179,0.19686,0.169826,0.179795,0.173341,0.191699,0.189264,0.212603,0.167017,0.161224,0.181594,0.186507,0.207918,0.176746,0.170467,0.190721,0.173849,0.172061,0.173836,0.20042,0.186789,0.212006,0.199227,0.171056,0.185461,0.168745,0.199999,0.197905,-0.590396,-1.11437,-0.444719,-0.673356,-0.680295,0.35439,-0.419734,-0.451554,-0.603436,-0.388593,-1.07404,-1.17153,0.31295,-1.09992,-0.855219,-1.00146,-0.931746,-0.321361,-1.25542,-1.06605,-0.698395,-1.93627,-1.28795,-2.134,-1.69654,-1.19412,-0.980235,-0.700563,-1.72768,-0.183419,-1.74991,-0.775314
-72.3913,0.999606,0.0272912,7,127,0,98.875,-0.73944,-0.219823,-0.0879564,-0.509886,-0.0586536,0.277621,-0.0802867,0.459504,-0.976067,-1.20685,-0.719895,1.59713,0.125443,1.33728,1.48574,0.479427,-0.0888444,0.527416,-0.381707,-1.75433,2.27778,-1.14904,-1.11114,-0.247452,-0.742195,0.723421,-0.897998,-1.83494,-0.9385,-2.99361,-0.35052,-2.28694,-1.08312,0.578265,-0.981221,-0.290542,-1.41303,1.35986,-1.54116,-0.104283,0.0354474,0.00129642,-0.796343,-1.11432,-0.5033,-0.48642,-0.350265,-0.492039,-2.20566,0.147466,0.571157,-0.0327642,2.12462,-0.122454,-0.0261426,-0.642712,0.381008,-0.51555,0.546878,-0.890198,-1.12559,-0.479441,0.195114,1.70416,0.609812,0.54576,0.446368,1.16925,0.418387,0.37478,0.441569,1.04828,0.40675,-0.534268,-0.528794,-0.63484,-0.411081,0.653602,-0.0226449,0.534201,0.602416,0.140012,-0.121111,0.162064,-0.255683,-0.88641,0.966361,-0.608276,-0.590861,-0.193992,-0.421329,0.252128,-0.492921,-0.923451,-0.511532,-1.45587,-0.241352,-1.13114,-0.577986,0.185429,-0.531162,-0.213792,-0.729578,0.544573,-0.788457,-0.128205,0.034415,0.0340027,0.0347949,0.0348168,0.0349933,0.0348095,0.0325879,0.0356385,0.0361878,0.0354049,0.0382018,0.0352886,0.0354135,0.0346141,0.0359413,0.034779,0.0361564,0.0342933,0.0339881,0.0348258,0.0357003,0.0376567,0.0362379,0.0361549,0.0360261,0.0369632,0.0359898,0.0359332,0.0360198,0.0368064,0.0359747,0.0347547,-0.533171,-0.962242,-0.522993,-0.221873,-0.694578,0.752483,-0.351918,-0.134817,-0.204347,0.0859968,-0.910888,-1.01983,0.701526,-0.899397,-0.676051,-0.812917,-0.959006,0.00402048,-1.06405,-0.898717,-0.797874,-1.77805,-1.17945,-2.21501,-1.583,-1.08047,-0.722426,-0.421783,-1.51193,0.104364,-1.54213,-0.819749
-75.1163,0.926649,0.0272912,8,383,0,115.058,-0.699002,-0.0946669,-0.213279,-0.387488,-0.516088,0.0681782,-0.465061,0.712379,-1.59732,-1.00377,0.512061,-0.168018,0.327678,1.10375,1.08075,-0.600509,0.53578,0.260338,-0.542342,-0.0604423,1.86035,0.162863,1.24412,1.31816,0.525323,1.04016,0.49088,-0.313865,0.685158,-0.519195,-0.439805,-0.296334,-0.445521,0.602393,1.05589,1.83591,0.380978,1.82987,-0.715368,0.212849,0.3182,0.00065737,0.704405,0.495981,-0.690406,-1.69033,0.53152,1.40558,2.55517,0.56735,-0.419827,1.68351,-0.127426,0.282017,-0.766248,-1.94502,0.503336,-0.419541,1.09311,1.22777,0.934281,-0.487245,-0.503986,0.27375,-1.0929,0.415793,1.35824,-0.151965,0.300204,1.34841,2.02512,-0.386967,0.29071,1.49052,-1.60296,-1.18012,-0.100279,-0.584753,-0.23163,0.321226,0.304841,-0.892851,-0.0833817,-0.279601,-0.851414,-0.508118,0.860215,-0.34904,0.421221,0.473972,-0.0908314,0.275931,-0.115368,-0.688651,0.0230319,-0.834925,-0.778368,-0.676163,-0.78244,-0.0359284,0.287132,0.8428,-0.19366,0.838502,-0.974674,-0.313432,0.318663,0.318526,0.317746,0.317089,0.31855,0.319124,0.31988,0.318573,0.317924,0.319307,0.318117,0.318386,0.317697,0.316922,0.318531,0.317925,0.318919,0.319007,0.318814,0.31788,0.317869,0.31838,0.317482,0.318474,0.319093,0.3181,0.318398,0.319087,0.319532,0.317946,0.318391,0.31918,-1.11843,-1.16328,-0.561941,-0.641185,-0.8717,0.390322,-0.445461,-0.413425,-0.292727,-0.425867,-1.3443,-1.15902,0.148684,-1.29186,-1.08421,-0.978581,-0.828488,-0.288416,-1.14739,-1.22687,-0.877736,-2.05109,-1.501,-2.6814,-2.09381,-1.26829,-0.987912,-0.579428,-1.92046,-0.252403,-2.44915,-1.24122
-67.8039,0.989473,0.0272912,7,255,0,113.973,-0.153154,-0.197485,-0.398933,-0.611209,-0.339936,0.193106,-0.651421,0.530616,-1.96664,-1.65988,-0.903922,0.394198,0.200555,0.842625,0.276921,-0.818711,-0.313193,-0.211122,-0.327159,-1.44806,2.51528,-0.666061,0.703751,1.80713,0.0357778,0.985686,-0.0869355,-1.51134,0.15953,-1.47912,-0.789568,-0.331383,-0.284344,0.301631,-0.205497,0.908129,-0.174891,1.63269,-0.962808,0.11428,0.167102,0.0218894,-0.205668,1.05927,0.280419,0.465261,0.547536,0.0343967,0.366815,0.105351,-1.6967,0.672753,0.495119,1.01792,-0.45091,-1.33967,-1.59505,-0.280302,-1.0628,0.771454,0.223961,1.58883,0.345158,0.343188,-0.0907577,1.37072,1.07704,-0.921071,-0.999658,0.863528,2.74739,-1.00025,0.00386084,0.205022,-1.69495,-1.53218,-1.13106,-0.442252,-0.545003,-0.20431,-0.504482,-1.08584,-0.817606,-0.763445,-0.825017,-1.41978,0.683228,-1.00484,-0.277999,0.30747,-0.632436,-0.1284,-0.69755,-1.45336,-0.566771,-1.43626,-1.07038,-0.827258,-0.802298,-0.49137,-0.760461,-0.169552,-0.74422,0.214911,-1.1623,-0.590782,0.1626,0.190289,0.173241,0.177287,0.179088,0.167855,0.175132,0.169408,0.129962,0.181829,0.17794,0.189384,0.157232,0.137778,0.132188,0.160967,0.143838,0.183989,0.172005,0.201881,0.174658,0.174615,0.165116,0.197107,0.190678,0.146941,0.14522,0.186005,0.227241,0.145207,0.167187,0.17159,-0.759077,-1.05255,-0.818415,-0.30729,-0.646272,0.606128,-0.826556,-0.301525,-0.338769,-0.24306,-0.829339,-1.23179,0.559767,-1.28065,-0.776188,-0.452283,-0.921304,-0.154913,-1.18031,-1.31447,-0.814879,-1.89212,-1.44688,-2.04858,-1.56658,-1.35181,-1.05623,-0.562265,-1.63394,-0.107765,-1.88583,-0.954218
-74.1174,0.974891,0.0272912,7,127,0,116.863,-0.140482,-0.463194,-0.471123,-0.644148,-0.335159,0.163786,-0.0577314,0.446374,-1.86455,-1.52351,-0.171625,0.69982,0.868918,0.964573,0.541947,-0.561392,0.243451,0.475514,-0.393125,-0.665386,2.0752,-0.330295,0.594317,1.29677,0.0441676,1.28986,-0.281794,-1.30376,0.525871,-1.26655,-0.401732,-0.917799,-0.411642,-0.14817,0.0702513,1.48943,-0.518995,1.71426,-0.832829,-0.737373,-0.288556,0.00127389,-0.0582999,-0.1464,0.867645,0.331402,-0.143138,-0.546796,-0.895722,0.427127,-0.962469,0.653273,2.58772,-0.162859,0.0575344,0.95862,1.72055,-0.175645,0.438598,2.40065,0.447305,1.53652,-0.507369,2.0381,0.393697,-0.279467,0.545203,0.0890021,0.00237799,1.39649,-0.420285,-0.835852,1.78432,0.261169,-0.890018,-0.737785,-0.13434,0.25465,0.330131,0.372829,0.18418,-0.308322,0.0509389,0.154526,-0.233212,-0.354742,0.868583,-0.205167,0.207556,0.521114,-0.0380162,0.518029,-0.183517,-0.639697,0.177003,-0.623084,-0.237054,-0.467413,-0.241478,-0.123871,-0.0263731,0.607112,-0.289397,0.70747,-0.429484,-0.386876,-0.288631,-0.288743,-0.287451,-0.288134,-0.288739,-0.289253,-0.289697,-0.288012,-0.289782,-0.287724,-0.28526,-0.288764,-0.288483,-0.287335,-0.286365,-0.28878,-0.287998,-0.285498,-0.287987,-0.286599,-0.289203,-0.28596,-0.288055,-0.288912,-0.287862,-0.288443,-0.288553,-0.286777,-0.289092,-0.289621,-0.286283,-0.288224,-0.305077,-0.576075,-0.163874,0.129752,-0.0542857,0.807492,-0.391333,0.153798,0.185265,0.329817,-0.522044,-0.507171,0.62637,-0.597585,-0.430726,-0.321847,-0.416706,0.371401,-0.753377,-0.649849,-0.188105,-1.19302,-0.665874,-1.72919,-1.05264,-1.00323,-0.455414,0.0824862,-1.25084,0.278503,-1.22706,-0.829424
-69.4391,0.999015,0.0272912,7,127,0,120.053,-0.0621047,-0.338895,-0.397569,-0.782174,-0.41092,0.0500188,-0.0952044,0.56082,-2.07466,-1.59135,-0.451457,-0.272154,0.155172,0.634289,0.00434366,-1.05537,-0.0889943,0.170524,-0.968785,-0.917261,1.45433,-0.755443,0.276735,0.643255,-0.504996,0.694702,-0.799558,-1.46299,-0.210825,-1.36396,-0.550689,-0.795982,-0.48285,-0.344453,0.636324,1.62297,-0.305449,1.74369,-0.481817,-0.5792,-0.0184088,0.00487588,0.340363,0.626526,-0.519738,1.99792,1.645,0.455537,-0.664987,-0.898882,-0.20065,-1.28503,0.21395,2.2749,-1.13367,-0.623892,0.310119,-1.53348,-0.611426,-1.21647,1.25003,-1.13515,0.190221,0.697453,-0.328353,-1.11189,-0.806969,-2.04897,-0.764077,0.671303,1.37242,0.424304,-0.753429,0.310564,-1.25871,-0.987664,-0.348391,-0.247834,-0.00818057,0.260518,-0.0927684,-0.687079,-0.145114,0.000428668,-0.638519,-0.609623,0.720415,-0.518872,0.0599943,0.265546,-0.378416,0.294399,-0.543613,-0.915676,-0.213439,-0.860141,-0.404042,-0.541607,-0.365996,-0.28838,0.261659,0.814991,-0.266507,0.88269,-0.365417,-0.420031,-0.0167493,-0.015354,-0.020943,-0.00866721,-0.010388,-0.0161877,-0.0216512,-0.0227917,-0.0193872,-0.0246745,-0.0173656,-0.00731672,-0.0239365,-0.0214509,-0.0168967,-0.0258859,-0.0213901,-0.0243402,-0.0123138,-0.0239437,-0.0174813,-0.0150081,-0.0200098,-0.0238303,-0.0223435,-0.0283993,-0.0221344,-0.0151356,-0.0117171,-0.01634,-0.0220825,-0.0168946,-0.654787,-0.751847,-0.497838,-0.06183,-0.291149,0.529405,-0.459239,-0.0829465,-0.0936618,0.102106,-0.804295,-0.909745,0.41205,-1.0114,-0.884759,-0.62857,-0.703317,0.103225,-1.1029,-1.09031,-0.672479,-1.57031,-0.962873,-2.12168,-1.39359,-1.2488,-0.749814,-0.313674,-1.62914,0.0220981,-1.52715,-1.14648
-66.7527,0.988175,0.0272912,7,127,0,99.9885,-0.0979937,-0.650771,-0.456659,-0.792384,-0.473927,0.0485068,0.0651734,0.568506,-2.14634,-1.6138,-0.00226155,-0.792771,0.217517,0.889531,0.134361,-1.00865,-0.0589576,0.266348,-0.845922,-0.610135,1.27911,-0.931744,0.120386,0.806312,-0.497867,0.604114,-0.832691,-1.40127,-0.351283,-1.2238,-1.03575,-0.534756,-0.182582,0.0441729,0.64119,1.32997,0.0185866,1.36662,-0.481339,-0.4586,-0.0336447,0.00775303,-0.776293,0.731081,-0.372472,1.87625,1.57948,0.456958,-0.191769,-0.571103,-0.579582,-0.824174,0.400282,1.70129,-0.276908,-0.639438,-0.600298,-1.19559,-0.482045,-1.8372,0.726771,-0.909478,-0.501614,0.81677,-0.23789,-1.13228,-0.784088,-1.15022,-0.620361,0.888386,1.1464,0.237884,-0.527851,0.229735,-1.15503,-0.852278,0.0638877,-0.385522,0.188833,0.570877,0.141559,-0.508248,0.0316557,0.216594,-0.415738,-0.281692,0.792352,-0.464528,0.133613,0.523566,-0.217867,0.408615,-0.408216,-0.731459,-0.134533,-0.630561,-0.523656,-0.238838,-0.0386253,0.0902859,0.429693,0.821268,0.07574,0.842104,-0.208471,-0.195544,-0.0396633,-0.0279766,-0.0365325,-0.0190981,-0.0213989,-0.0301019,-0.0351315,-0.0380725,-0.0381382,-0.0400345,-0.0305413,-0.0204546,-0.0357916,-0.0386023,-0.0382988,-0.0429142,-0.037382,-0.0478885,-0.02801,-0.0406959,-0.0375337,-0.0273123,-0.0354891,-0.0424233,-0.0397238,-0.0425624,-0.0384544,-0.026757,-0.0247567,-0.0318004,-0.0377371,-0.0318636,-0.77233,-0.884947,-0.422298,-0.457278,-0.432984,0.557988,-0.567382,-0.116126,-0.222827,0.0200372,-0.902395,-0.941656,0.393845,-1.07543,-1.00804,-0.541324,-0.626263,0.145269,-1.08693,-0.984916,-0.706818,-1.49248,-1.094,-1.98701,-1.14961,-0.934045,-0.69024,-0.433826,-1.43084,-0.0946327,-1.48334,-0.968392
-82.4473,0.995342,0.0272912,7,127,0,117.34,0.532398,-0.669219,-0.239648,-0.621071,-0.365832,0.258752,-0.465058,0.534554,-2.22169,-1.40642,0.174632,0.489898,0.780921,1.35418,1.54395,-0.100584,0.422384,0.616385,-0.0163282,-0.67924,1.38779,-1.4129,-0.340969,1.00188,0.229077,0.643146,-0.622463,-1.81704,-0.272601,-1.58104,-0.731113,-0.858127,-0.414596,0.501249,-0.268097,0.478775,-0.62024,0.884725,-1.21495,-0.154792,-0.682491,0.0142473,0.919907,-0.633207,0.776551,-1.42808,2.38344,2.46852,-1.77439,-0.452095,0.614856,1.62186,0.390628,-0.284822,-0.107961,0.94072,-2.47914,-1.2597,0.646673,-0.82766,1.61773,-1.21307,-0.138051,1.44686,0.113688,-0.59057,-0.531678,0.86891,0.885316,-0.151674,-0.76796,0.704501,-1.9791,2.13418,-1.65267,-1.21686,-0.371708,-0.203181,-0.0476134,0.258825,0.360265,-0.518825,-0.239271,-0.135567,-0.473786,-0.828149,0.276789,-1.22033,-0.647324,0.0705021,-0.342604,-0.121261,-0.797798,-1.43637,-0.610778,-1.31021,-0.855877,-0.923773,-0.686682,-0.197113,-0.60837,-0.209127,-0.79661,0.00787529,-1.11451,-0.547803,-0.669385,-0.691512,-0.671427,-0.702837,-0.648533,-0.647321,-0.707771,-0.688932,-0.673731,-0.659384,-0.676925,-0.686549,-0.684029,-0.669088,-0.717812,-0.700438,-0.673277,-0.694283,-0.659442,-0.699774,-0.684458,-0.661877,-0.680871,-0.690905,-0.690066,-0.670111,-0.669877,-0.684652,-0.693432,-0.672454,-0.710688,-0.652084,-0.25217,-0.3583,0.358086,0.182594,0.134868,1.57527,0.254185,0.667641,0.669379,0.817797,-0.186972,-0.232497,1.13269,-0.528381,-0.143766,0.1907,0.284353,0.83897,-0.379507,-0.247192,0.110979,-0.812021,-0.476201,-1.45328,-0.724337,-0.389187,0.0109924,0.305903,-0.91832,0.547343,-1.05737,-0.103136
-79.6718,0.999057,0.0272912,7,127,0,114.543,-0.0944022,-0.403903,-0.196741,-0.60027,-0.235971,0.0934849,0.146175,0.481749,-1.40681,-0.737491,0.507658,0.143382,0.675123,1.35797,0.632105,0.0919147,0.510297,0.774968,-0.765061,-0.684878,1.63884,-0.664818,-0.620294,1.03601,-0.602511,0.658404,-1.26289,-1.9281,0.114214,-2.35246,-1.43962,-1.19707,-1.21097,0.0785034,-0.196228,0.954519,-1.02849,1.53655,-1.15227,-0.0674869,-0.420424,0.002107,-2.77771,-0.821734,-0.251033,-0.118312,-0.373625,-0.250761,-1.07819,-0.378278,-0.650042,-0.0690734,0.630418,1.23224,-2.06026,-0.333356,-1.78261,0.836282,0.258279,0.934741,-1.49953,-0.385913,0.188668,0.889037,-1.41742,2.3231,-0.638458,0.577917,-1.70139,1.72235,-0.180031,0.631888,1.33096,-1.63772,-0.531555,-0.209111,0.390739,0.215249,0.471415,0.800374,0.450691,0.190455,0.39201,0.519515,-0.222392,-0.183764,0.935682,-0.1741,-0.152651,0.64527,-0.144084,0.46336,-0.462219,-0.782686,0.201197,-0.987119,-0.547362,-0.430514,-0.437206,0.183994,0.0516423,0.606014,-0.349299,0.886407,-0.408929,0.113663,-0.426277,-0.422156,-0.420953,-0.420673,-0.421211,-0.420953,-0.422696,-0.421221,-0.421794,-0.42057,-0.419096,-0.417828,-0.424765,-0.421127,-0.42418,-0.418662,-0.41988,-0.418455,-0.423584,-0.421237,-0.420027,-0.418551,-0.423411,-0.415529,-0.421769,-0.419207,-0.424009,-0.416795,-0.420804,-0.419093,-0.41762,-0.423875,-0.258496,-0.2122,0.231172,0.054031,0.105651,0.945798,-0.0277857,0.398871,0.34781,0.504157,-0.520859,-0.429856,0.860952,-0.354584,-0.528066,0.16941,-0.293072,0.455927,-0.745802,-0.715862,0.0399417,-1.29258,-1.01335,-1.48295,-1.17239,-0.577375,-0.479995,0.00707913,-1.21211,0.376652,-1.15638,-0.383824
-76.2425,0.984093,0.0272912,7,127,0,111.261,0.293575,-0.342538,-0.046836,-0.089413,-0.298299,0.166642,-0.482469,0.571997,-1.29509,-1.03076,0.391302,0.345715,0.0589652,1.06849,1.72101,-0.264139,0.69703,0.416729,-0.0315717,-0.640514,1.76458,-0.663029,-0.033965,0.515773,-0.662073,0.0649814,-1.00623,-1.01967,-0.258277,-1.53996,-1.64971,-1.14852,-1.48757,-0.659449,-0.833937,0.121652,-0.697194,1.21757,-2.05127,-0.845178,-0.488122,0.0180683,0.860385,-1.69512,-1.48454,0.532684,0.255428,-0.691416,0.860854,-0.316123,-0.155836,-0.30787,-0.926979,0.112933,-0.619678,0.178182,1.52695,0.85505,-0.860917,-1.18093,1.52732,0.329464,-1.88024,0.107447,-1.013,-0.53293,-0.781501,-0.415622,1.14776,1.81602,0.575491,-0.937726,1.15899,1.43671,-1.22326,-1.07206,-0.258645,-0.284721,-0.448741,0.128704,0.501946,-0.633555,-0.0837694,-0.244101,-0.500528,-0.848841,0.526864,-0.86172,-0.501897,-0.187448,-0.861172,-0.4453,-1.05803,-1.06572,-0.630203,-1.36332,-1.4261,-1.13942,-1.33336,-0.859672,-0.959479,-0.412884,-0.881262,0.21398,-1.65579,-0.965908,-0.472576,-0.51875,-0.514945,-0.478497,-0.483507,-0.500615,-0.472568,-0.493834,-0.490938,-0.493685,-0.504871,-0.486081,-0.499319,-0.484903,-0.460533,-0.472673,-0.503677,-0.50946,-0.460526,-0.482169,-0.522095,-0.486181,-0.506425,-0.497751,-0.502242,-0.495632,-0.467384,-0.455309,-0.477724,-0.505065,-0.467181,-0.462163,-0.151721,-0.398075,0.265998,0.0924383,-0.281689,1.08736,0.478049,0.3078,0.586712,0.46284,-0.248404,-0.433578,1.14411,-0.378162,-0.216294,-0.125751,-0.386265,0.257016,-0.753267,-0.221067,-0.122339,-1.03776,-0.884389,-1.33906,-1.13194,-0.739823,-0.355359,0.106164,-0.792725,0.797296,-1.42141,-0.415549
-65.311,0.996876,0.0272912,7,127,0,110.312,-0.147892,-0.250408,0.346514,0.0989294,-0.45591,0.0719738,-0.403554,0.531259,-1.82886,-1.09273,0.126787,-0.0931926,0.212243,1.24148,1.28491,-0.497804,0.493681,0.496928,-0.255487,-0.548922,1.07251,-1.28001,0.236355,0.578684,-1.02957,-0.462259,-1.23813,-1.40891,-0.490274,-1.8219,-1.77386,-1.05725,-1.3975,-0.0861115,-0.180232,0.608831,-0.918263,1.01194,-1.62781,-0.575564,-0.18637,0.0232425,1.21635,-0.0781038,1.13158,0.343295,-1.32206,-0.0124861,-0.607662,1.53992,0.641065,1.16434,-1.16545,0.588767,0.809628,0.453818,-0.184186,-0.322304,-0.102686,0.51295,0.264566,-0.914709,0.22046,0.59974,0.48894,-0.832538,1.42603,0.471135,-0.383411,0.0608224,1.40629,-1.96725,0.48137,0.550774,-1.37515,-0.984078,-0.336197,-0.453063,-0.290798,0.255994,0.279064,-0.668016,-0.141281,-0.139556,-0.539283,-0.695173,0.166228,-1.08357,-0.277988,-0.0961225,-0.950524,-0.649133,-1.06132,-1.15205,-0.664016,-1.37145,-1.34593,-0.965228,-1.14599,-0.449301,-0.499303,-0.0801066,-0.891389,0.134047,-1.26834,-0.709327,-0.158099,-0.188185,-0.160069,-0.178391,-0.217098,-0.18666,-0.200494,-0.150578,-0.17147,-0.159308,-0.213458,-0.172686,-0.167552,-0.175822,-0.190651,-0.193861,-0.188757,-0.174448,-0.180221,-0.20763,-0.181246,-0.172431,-0.175006,-0.20572,-0.153225,-0.17542,-0.195281,-0.184956,-0.153684,-0.232094,-0.175182,-0.173569,-0.609066,-0.642882,-0.405967,-0.20009,-0.541664,0.666839,-0.0809254,0.0818212,0.0118444,0.0692934,-0.660127,-0.932115,0.565683,-0.888438,-0.568118,-0.363029,-0.585894,-0.119656,-0.956735,-0.587749,-0.431733,-1.41779,-1.06171,-1.81406,-1.38186,-0.627125,-0.667851,-0.378677,-1.4825,0.116421,-1.63656,-0.594607
-66.3436,0.954474,0.0272912,7,127,0,105.392,-0.626235,0.196205,0.109726,-0.0779089,-0.199541,0.131093,-0.472927,0.510521,-1.2602,-1.19419,-0.00523683,0.731682,0.0170955,1.54799,1.33254,0.201945,-0.0297211,0.489965,-0.134285,-0.869468,2.19571,-0.629548,0.847432,0.40061,-0.178837,0.676233,-0.301283,-0.575172,0.339411,-1.61437,-0.331723,-1.14604,-0.97123,0.615462,0.20525,0.773062,-1.29208,1.67046,-1.47403,0.0839397,0.0552919,0.0292267,-1.55496,0.28625,-1.10761,-0.577169,0.0357433,-0.168819,0.464539,-0.956584,-0.806243,-0.733313,0.313013,-0.548088,-0.493989,-1.095,0.18505,0.233987,0.084826,0.0777988,-0.112227,2.01577,-0.936096,-0.879849,-0.723082,-0.282073,-0.526993,-0.0970418,0.926448,0.002994,-1.81316,2.01852,-0.368597,-0.679012,-1.11629,-1.08259,-0.4756,-0.0993882,-0.464199,0.317355,0.207362,-0.36983,-0.4881,-0.22279,-0.541482,-0.916809,0.648031,-0.794324,-0.0402953,-0.268407,-0.564227,-0.127696,-0.626738,-0.766564,-0.299651,-1.2971,-0.642278,-1.05801,-0.96876,-0.15872,-0.368143,-0.0782623,-1.13256,0.379879,-1.22545,-0.430074,0.00984561,0.063658,0.0229202,0.0384231,0.0563365,0.0503578,0.0688688,0.0273341,0.031728,0.0338595,0.0644402,0.0392731,0.0408542,0.0232887,0.0607003,0.0621305,0.057771,0.0575657,0.0520118,0.114206,0.0279329,0.0295768,0.0341586,0.0470478,0.0398896,0.0524557,0.0823689,0.0553794,0.00229919,0.114287,0.044519,0.0354466,-0.737916,-0.989772,-0.463065,-0.244372,-0.730109,0.639836,-0.205901,-0.0981639,-0.378009,-0.0883091,-0.750485,-0.97744,0.418606,-1.11318,-0.471943,-0.889075,-0.908486,-0.300213,-1.08481,-0.824248,-0.602243,-1.72163,-1.10101,-2.01264,-1.65512,-0.919264,-0.726258,-0.493285,-1.87481,-0.0117737,-1.87014,-0.863393
